name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.18200253,0.0484,2.57,,0,0.89,0.86,394.55
Kepler-652 b,1,1,Transit,2016,Published Confirmed,4.18200253,,2.49,,,0.88,0.97,394.55
Kepler-652 b,1,1,Transit,2016,Published Confirmed,,,2.387,,,0.84,,394.55
Kepler-652 b,1,1,Transit,2016,Published Confirmed,4.18199837,,,,,0.86,0.92,394.55
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),14.70749512,,,,,1.26,0.97,595.634
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),14.70749512,0.1197,2.04,,0,1.28,1.06,595.634
Kepler-653 b,1,2,Transit,2016,Published Confirmed,14.70748976,,1.95,,,1.19,1.02,595.634
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q8_koi),14.707512,0.121,1.74,,0,1.08,1.1,595.634
Kepler-653 b,1,2,Transit,2016,Published Confirmed,14.70754468,,,,,1.26,0.97,595.634
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q12_koi),14.70748976,0.1205,1.75,,0,1.09,1.08,595.634
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),14.70748976,0.1205,1.75,,0,1.09,1.08,595.634
Kepler-653 b,1,2,Transit,2016,Published Confirmed,14.70752575,,,,,1.26,0.97,595.634
Kepler-653 b,1,2,Transit,2016,Kepler Project Candidate (q1_q16_koi),14.70748976,0.1205,1.75,,0,1.09,1.08,595.634
Kepler-653 b,1,2,Transit,2016,Published Confirmed,,,1.924,,,1.21,,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0.90037592,,,,,1.26,0.97,595.634
Kepler-653 c,1,2,Transit,2016,Published Confirmed,0.90037648,,0.78,,,1.19,1.02,595.634
Kepler-653 c,1,2,Transit,2016,Published Confirmed,,,0.768,,,1.21,,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q12_koi),0.90037648,0.0187,0.7,,0,1.09,1.08,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q16_koi),0.90037648,0.0187,0.7,,0,1.09,1.08,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q8_koi),3.601506,0.047,0.95,,0,1.08,1.1,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),0.90037592,0.0186,0.82,,0,1.28,1.06,595.634
Kepler-653 c,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),0.90037648,0.0187,0.7,,0,1.09,1.08,595.634
Kepler-653 c,1,2,Transit,2016,Published Confirmed,0.90037702,,,,,1.26,0.97,595.634
Kepler-654 b,1,1,Transit,2016,Published Confirmed,13.7248232,,,,,1.66,1.05,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),13.72465129,0.1211,3.04,,0,1.66,1.26,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),13.72462702,,,,,1.66,1.05,974.124
Kepler-654 b,1,1,Transit,2016,Published Confirmed,13.72465129,,2.07,,,1.11,1.04,974.124
Kepler-654 b,1,1,Transit,2016,Published Confirmed,13.72453369,,,,,1.66,1.05,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),13.72446,0.116,2.76,,0,1.56,1.09,974.124
Kepler-654 b,1,1,Transit,2016,Published Confirmed,,,3.002,,,1.65,,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),13.72465129,0.1211,3.04,,0,1.66,1.26,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),13.72462702,0.1116,2.13,,0,1.17,0.98,974.124
Kepler-654 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),13.72465129,0.1211,3.04,,0,1.66,1.26,974.124
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),46.4073,0.264,2.64,,0,1.05,1.14,752.562
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),46.40626,,,,,1.23,1.22,752.562
Kepler-655 b,1,1,Transit,2016,Published Confirmed,,,2.626,,,1.21,,752.562
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),46.4063358,0.2698,2.48,,0,1.14,1.21,752.562
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),46.40626,0.2559,2.66,,0,1.23,1.04,752.562
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),46.4063358,0.2698,2.48,,0,1.14,1.21,752.562
Kepler-655 b,1,1,Transit,2016,Published Confirmed,46.40629893,,,,,1.23,1.22,752.562
Kepler-655 b,1,1,Transit,2016,Published Confirmed,46.4063358,,2.71,,,1.24,1.15,752.562
Kepler-655 b,1,1,Transit,2016,Published Confirmed,46.40647642,,,,,1.23,1.22,752.562
Kepler-655 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),46.4063358,0.2698,2.48,,0,1.14,1.21,752.562
Kepler-656 b,1,1,Transit,2016,Published Confirmed,,,3.191,,,0.85,,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),1.26025909,0.0232,3.69,,0,0.96,1.04,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.26025882,,,,,0.89,0.87,890.352
Kepler-656 b,1,1,Transit,2016,Published Confirmed,1.26025918,,,,,0.89,0.87,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),1.26025909,0.0232,3.69,,0,0.96,1.04,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),1.2602548,0.022,2.6,,0,0.78,0.86,890.352
Kepler-656 b,1,1,Transit,2016,Published Confirmed,1.26025878,,,,,0.89,0.87,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),1.26025882,0.0232,3.57,,0,0.95,1.05,890.352
Kepler-656 b,1,1,Transit,2016,Published Confirmed,1.26025909,,3.12,,,0.82,0.86,890.352
Kepler-656 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),1.26025909,0.0232,3.69,,0,0.96,1.04,890.352
Kepler-657 b,1,1,Transit,2016,Published Confirmed,24.54371315,,,,,1.4,1.02,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),24.54350418,0.1654,3.17,,0,0.91,1,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),24.54362,0.167,3.4,,0,0.92,1.02,1691.88
Kepler-657 b,1,1,Transit,2016,Published Confirmed,24.54350418,,3.52,,,1.01,1.01,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),24.5434566,0.1654,3.08,,0,0.91,1,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),24.54350418,0.1654,3.17,,0,0.91,1,1691.88
Kepler-657 b,1,1,Transit,2016,Published Confirmed,24.54350851,,,,,1.4,1.02,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),24.5434566,,,,,1.4,1.02,1691.88
Kepler-657 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),24.54350418,0.1654,3.17,,0,0.91,1,1691.88
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),1.28707669,0.0188,1.39,,0,0.53,0.53,388.384
Kepler-658 b,1,1,Transit,2016,Published Confirmed,1.28707774,,,,,0.73,0.63,388.384
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),1.2870749,0.019,1.48,,0,0.54,0.56,388.384
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),1.28707676,0.0187,1.42,,0,0.51,0.53,388.384
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),1.28707676,0.0187,1.42,,0,0.51,0.53,388.384
Kepler-658 b,1,1,Transit,2016,Published Confirmed,,,1.784,,,0.67,,388.384
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.28707669,,,,,0.73,0.63,388.384
Kepler-658 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),1.28707676,0.0187,1.42,,0,0.51,0.53,388.384
Kepler-658 b,1,1,Transit,2016,Published Confirmed,1.28707827,,,,,0.73,0.63,388.384
Kepler-658 b,1,1,Transit,2016,Published Confirmed,1.28707676,,1.63,,,0.6,0.63,388.384
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),17.671796,0.1205,2.33,,0,0.7,0.75,722.64
Kepler-659 b,1,1,Transit,2016,Published Confirmed,17.671796,,2.5,,,0.74,0.79,722.64
Kepler-659 b,1,1,Transit,2016,Published Confirmed,17.67178716,,,,,0.8,0.77,722.64
Kepler-659 b,1,1,Transit,2016,Published Confirmed,,,2.783,,,0.78,,722.64
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),17.67168,0.119,2.21,,0,0.67,0.71,722.64
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),17.6717714,0.1204,2.44,,0,0.69,0.77,722.64
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),17.671796,0.1205,2.33,,0,0.7,0.75,722.64
Kepler-659 b,1,1,Transit,2016,Published Confirmed,17.67179818,,,,,0.8,0.77,722.64
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),17.671796,0.1205,2.33,,0,0.7,0.75,722.64
Kepler-659 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.6717714,,,,,0.8,0.77,722.64
Kepler-66 b,1,1,Transit,2013,Published Confirmed,17.81594735,,,,,1.06,1.04,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr24_koi),17.81595067,0.1321,2.81,,0,0.93,0.97,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q12_koi),17.81595067,0.1321,2.81,,0,0.93,0.97,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.8159689,,,,,1.06,1.04,1202.96
Kepler-66 b,1,1,Transit,2013,Published Confirmed,17.81595067,,2.93,,,0.96,1,1202.96
Kepler-66 b,1,1,Transit,2013,Published Confirmed,17.815815,0.1352,2.8,,,0.97,1.04,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q8_koi),17.81563,0.135,2.94,,0,0.92,1.02,1202.96
Kepler-66 b,1,1,Transit,2013,Published Confirmed,17.81594498,,,,,1.06,1.04,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q16_koi),17.81595067,0.1321,2.81,,0,0.93,0.97,1202.96
Kepler-66 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr25_koi),17.8159689,0.1321,3.12,,0,0.93,0.97,1202.96
Kepler-66 b,1,1,Transit,2013,Published Confirmed,,,3.492,,,1.04,,1202.96
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),9.27358194,0.0759,2.52,,0,0.7,0.68,568.431
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),9.27358194,0.0759,2.52,,0,0.7,0.68,568.431
Kepler-660 b,1,1,Transit,2016,Published Confirmed,9.27356964,,,,,0.73,0.76,568.431
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),9.27358173,0.0759,2.47,,0,0.7,0.68,568.431
Kepler-660 b,1,1,Transit,2016,Published Confirmed,,,2.544,,,0.72,,568.431
Kepler-660 b,1,1,Transit,2016,Published Confirmed,9.27358194,,2.57,,,0.71,0.75,568.431
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),9.27358194,0.0759,2.52,,0,0.7,0.68,568.431
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),9.273827,0.077,2.64,,0,0.69,0.7,568.431
Kepler-660 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),9.27358173,,,,,0.73,0.76,568.431
Kepler-661 b,1,1,Transit,2016,Published Confirmed,,,2.708,,,0.64,,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.02930329,,,,,0.68,0.69,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),6.02930132,0.0591,3.14,,0,0.69,0.77,534.788
Kepler-661 b,1,1,Transit,2016,Published Confirmed,6.02930132,,3.07,,,0.67,0.7,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),6.02930132,0.0591,3.14,,0,0.69,0.77,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),6.029272,0.055,3.2,,0,0.59,0.62,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),6.02930132,0.0591,3.14,,0,0.69,0.77,534.788
Kepler-661 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),6.02930329,0.0585,2.85,,0,0.67,0.76,534.788
Kepler-661 b,1,1,Transit,2016,Published Confirmed,6.02929834,,,,,0.68,0.69,534.788
Kepler-661 b,1,1,Transit,2016,Published Confirmed,6.02929566,,,,,0.68,0.69,534.788
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),21.67697486,0.1236,1.54,,0,0.53,0.54,815.637
Kepler-662 b,1,1,Transit,2016,Published Confirmed,,,3.348,,,0.94,,815.637
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),21.67697486,0.1236,1.54,,0,0.53,0.54,815.637
Kepler-662 b,1,1,Transit,2016,Published Confirmed,21.67697486,,2.18,,,0.74,0.79,815.637
Kepler-662 b,1,1,Transit,2016,Published Confirmed,21.67682054,,,,,0.94,0.79,815.637
Kepler-662 b,1,1,Transit,2016,Published Confirmed,21.67711846,,,,,0.94,0.79,815.637
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),21.67699193,0.1408,2.95,,0,0.83,0.79,815.637
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),21.67697486,0.1236,1.54,,0,0.53,0.54,815.637
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),21.6769,0.136,2.5,,0,0.69,0.72,815.637
Kepler-662 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),21.67699193,,,,,0.94,0.79,815.637
Kepler-663 b,1,1,Transit,2016,Published Confirmed,4.99679734,,,,,0.9,0.85,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.99678284,0.0559,2.7,,0,0.85,0.93,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.99678284,0.0559,2.7,,0,0.85,0.93,1063.09
Kepler-663 b,1,1,Transit,2016,Published Confirmed,,,2.777,,,0.85,,1063.09
Kepler-663 b,1,1,Transit,2016,Published Confirmed,4.99679436,,,,,0.9,0.85,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),4.996777,0.053,2.4,,0,0.79,0.8,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.99677968,0.0559,2.78,,0,0.85,0.93,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.99678284,0.0559,2.7,,0,0.85,0.93,1063.09
Kepler-663 b,1,1,Transit,2016,Published Confirmed,4.99678284,,2.6,,,0.82,0.86,1063.09
Kepler-663 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.99677968,,,,,0.9,0.85,1063.09
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),2.52559332,0.0374,2.71,,0,1.05,1.09,1210.12
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.52559178,,,,,0.94,0.99,1210.12
Kepler-664 b,1,1,Transit,2016,Published Confirmed,2.52558869,,,,,0.94,0.99,1210.12
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),2.52559332,0.0374,2.71,,0,1.05,1.09,1210.12
Kepler-664 b,1,1,Transit,2016,Published Confirmed,2.52559332,,2.66,,,1.02,1.01,1210.12
Kepler-664 b,1,1,Transit,2016,Published Confirmed,2.52560111,,,,,0.94,0.99,1210.12
Kepler-664 b,1,1,Transit,2016,Published Confirmed,,,2.308,,,0.88,,1210.12
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),2.52559332,0.0374,2.71,,0,1.05,1.09,1210.12
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),2.525612,0.036,2.8,,0,1,1,1210.12
Kepler-664 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),2.52559178,0.0374,2.75,,0,1.05,1.09,1210.12
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.01310205,0.1148,2.86,,0,0.83,0.79,612.838
Kepler-665 b,1,1,Transit,2016,Published Confirmed,16.01304736,,,,,0.74,0.77,612.838
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.01308419,,,,,0.74,0.77,612.838
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.01308419,0.1148,3.1,,0,0.83,0.79,612.838
Kepler-665 b,1,1,Transit,2016,Published Confirmed,,,2.604,,,0.69,,612.838
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),16.01310205,0.1148,2.86,,0,0.83,0.79,612.838
Kepler-665 b,1,1,Transit,2016,Published Confirmed,16.01310205,,2.6,,,0.74,0.79,612.838
Kepler-665 b,1,1,Transit,2016,Published Confirmed,16.01313877,,,,,0.74,0.77,612.838
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),16.01285,0.111,2.7,,0,0.71,0.72,612.838
Kepler-665 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),16.01310205,0.1148,2.86,,0,0.83,0.79,612.838
Kepler-666 b,1,1,Transit,2016,Published Confirmed,4.49876092,,2.4,,,1.05,1.03,1508.71
Kepler-666 b,1,1,Transit,2016,Published Confirmed,,,2.545,,,1.18,,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.49876092,0.0542,2.21,,0,0.97,1.05,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),4.49884,0.054,2.5,,0,0.96,1.06,1508.71
Kepler-666 b,1,1,Transit,2016,Published Confirmed,4.49872212,,,,,1.23,1.04,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.49876092,0.0542,2.21,,0,0.97,1.05,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.49876511,0.0542,2.1,,0,0.97,1.05,1508.71
Kepler-666 b,1,1,Transit,2016,Published Confirmed,4.49878622,,,,,1.23,1.04,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.49876511,,,,,1.23,1.04,1508.71
Kepler-666 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.49876092,0.0542,2.21,,0,0.97,1.05,1508.71
Kepler-667 b,1,1,Transit,2016,Published Confirmed,41.44005309,,,,,2.37,,2302.45
Kepler-667 b,1,1,Transit,2016,Published Confirmed,,,11.406,,,2.17,,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),41.43962808,0.2288,5.73,,0,1.05,0.93,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),41.43962808,0.2288,5.73,,0,1.05,0.93,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),41.43962808,0.2288,5.73,,0,1.05,0.93,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),41.43958662,,,,,2.37,,2302.45
Kepler-667 b,1,1,Transit,2016,Published Confirmed,41.43962808,,4.73,,,0.87,0.91,2302.45
Kepler-667 b,1,1,Transit,2016,Published Confirmed,41.43957912,,,,,2.37,,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),41.43954,0.218,4.7,,0,0.88,0.8,2302.45
Kepler-667 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),41.43958662,0.2288,5.5,,0,1.05,0.93,2302.45
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),8.35390639,0.0765,2.54,,0,0.78,0.86,784.618
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),8.35390639,0.0765,2.54,,0,0.78,0.86,784.618
Kepler-668 b,1,1,Transit,2016,Published Confirmed,8.35393235,,,,,0.76,0.9,784.618
Kepler-668 b,1,1,Transit,2016,Published Confirmed,8.35390639,,2.7,,,0.82,0.87,784.618
Kepler-668 b,1,1,Transit,2016,Published Confirmed,,,2.31,,,0.72,,784.618
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),8.35389523,0.0768,2.52,,0,0.79,0.86,784.618
Kepler-668 b,1,1,Transit,2016,Published Confirmed,8.35388645,,,,,0.76,0.9,784.618
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),8.353917,0.079,2.8,,0,0.82,0.93,784.618
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.35389523,,,,,0.76,0.9,784.618
Kepler-668 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),8.35390639,0.0765,2.54,,0,0.78,0.86,784.618
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.12554347,,,,,1.54,1.02,2063.41
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),4.125573,0.051,4,,0,0.99,1.06,2063.41
Kepler-669 b,1,1,Transit,2016,Published Confirmed,,,5.345,,,1.33,,2063.41
Kepler-669 b,1,1,Transit,2016,Published Confirmed,4.125546,,,,,1.54,1.02,2063.41
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.12554347,0.0529,4.43,,0,1.1,1.16,2063.41
Kepler-669 b,1,1,Transit,2016,Published Confirmed,4.12554687,,4.83,,,1.2,1.15,2063.41
Kepler-669 b,1,1,Transit,2016,Published Confirmed,4.12554408,,,,,1.54,1.02,2063.41
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.12554687,0.0529,4.46,,0,1.1,1.16,2063.41
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.12554687,0.0529,4.46,,0,1.1,1.16,2063.41
Kepler-669 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.12554687,0.0529,4.46,,0,1.1,1.16,2063.41
Kepler-67 b,1,1,Transit,2013,Published Confirmed,15.7259,0.1171,2.94,,,0.78,0.86,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q12_koi),15.72589061,0.1153,2.81,,0,0.75,0.83,1131.19
Kepler-67 b,1,1,Transit,2013,Published Confirmed,,,2.92,,,0.82,,1131.19
Kepler-67 b,1,1,Transit,2013,Published Confirmed,15.72591537,,,,,0.82,0.87,1131.19
Kepler-67 b,1,1,Transit,2013,Published Confirmed,15.72589061,,2.83,,,0.76,0.84,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),15.72585941,,,,,0.82,0.87,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q8_koi),15.72584,0.122,3.8,,0,0.98,0.98,1131.19
Kepler-67 b,1,1,Transit,2013,Published Confirmed,15.72589064,,,,,0.82,0.87,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q16_koi),15.72589061,0.1153,2.81,,0,0.75,0.83,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr25_koi),15.72585941,0.1151,2.69,,0,0.76,0.82,1131.19
Kepler-67 b,1,1,Transit,2013,Kepler Project Candidate (q1_q17_dr24_koi),15.72589061,0.1153,2.81,,0,0.75,0.83,1131.19
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),2.81650485,0.0382,12.82,,0,0.96,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Published Confirmed,2.8165048,,,,,1.01,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),2.81650485,0.0382,12.82,,0,0.96,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Published Confirmed,2.81650489,,,,,1.01,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Published Confirmed,2.81650485,,13.18,,,0.99,0.99,939.744
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.8165049,,,,,1.01,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),2.81650485,0.0382,12.82,,0,0.96,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),2.8165049,0.0383,12.21,,0,0.95,0.94,939.744
Kepler-670 b,1,1,Transit,2016,Published Confirmed,,,12.274,,,0.96,,939.744
Kepler-670 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),2.81650521,0.037,12,,0,0.94,0.87,939.744
Kepler-670 b,1,1,Transit,2016,TESS Project Candidate,2.81698929,,14.061,,,1.01,,939.744
Kepler-671 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.2809636,0.0503,2.3,,0,0.83,0.93,1168.26
Kepler-671 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.28095859,0.05,2.33,,0,0.83,0.91,1168.26
Kepler-671 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.28095859,0.05,2.33,,0,0.83,0.91,1168.26
Kepler-671 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.2809636,,,,,1.03,0.94,1168.26
Kepler-671 b,1,1,Transit,2016,Published Confirmed,4.28096128,,,,,1.03,0.94,1168.26
Kepler-671 b,1,1,Transit,2016,Published Confirmed,,,2.662,,,0.96,,1168.26
Kepler-671 b,1,1,Transit,2016,Published Confirmed,4.28099197,,,,,1.03,0.94,1168.26
Kepler-671 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.28095859,0.05,2.33,,0,0.83,0.91,1168.26
